Domain,Model,Model_Type,Outcome,Threshold,Specificity,Sensitivity,FPR
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16731820255517954,0.23425692695214106,1,0.7657430730478589
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1674942001700401,0.2367758186397985,1,0.7632241813602015
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16764105111360544,0.23929471032745592,1,0.7607052896725441
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16786336898803705,0.24181360201511334,1,0.7581863979848866
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16809153556823725,0.24433249370277077,1,0.7556675062972292
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1681057661771774,0.24685138539042822,1,0.7531486146095718
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16811167448759073,0.24937027707808565,1,0.7506297229219143
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1681718379259109,0.2518891687657431,1,0.7481108312342569
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16847504675388336,0.25440806045340053,1,0.7455919395465995
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16872771084308624,0.25692695214105793,1,0.743073047858942
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16875018179416654,0.2594458438287154,1,0.7405541561712846
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16877957433462137,0.2619647355163728,1,0.7380352644836272
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1688148975372314,0.26448362720403024,1,0.7355163727959697
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16886245459318155,0.26700251889168763,1,0.7329974811083124
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16896933317184443,0.2695214105793451,1,0.7304785894206549
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1690889149904251,0.27204030226700254,1,0.7279596977329974
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16933374106884,0.27455919395465994,1,0.7254408060453401
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16956841945648188,0.2770780856423174,1,0.7229219143576826
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16970150172710413,0.2795969773299748,1,0.7204030226700252
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1698728650808334,0.28211586901763225,1,0.7178841309823678
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1700629666447639,0.28463476070528965,1,0.7153652392947103
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17025724798440925,0.2871536523929471,1,0.7128463476070529
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17042111605405802,0.28967254408060455,1,0.7103274559193955
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1705420762300491,0.29219143576826195,1,0.707808564231738
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1707639843225479,0.2947103274559194,1,0.7052896725440806
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.170987494289875,0.2972292191435768,1,0.7027707808564232
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1710425168275833,0.29974811083123426,1,0.7002518891687657
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.171096533536911,0.3022670025188917,1,0.6977329974811083
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1712340489029884,0.3047858942065491,1,0.6952141057934509
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1713614240288734,0.30730478589420657,1,0.6926952141057934
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17138323932886118,0.30982367758186397,1,0.6901763224181361
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1713880598545074,0.3123425692695214,1,0.6876574307304786
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17139766365289683,0.3148614609571788,1,0.6851385390428212
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1715046465396881,0.31738035264483627,1,0.6826196473551638
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1716356351971626,0.3198992443324937,1,0.6801007556675063
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17169800400733945,0.3224181360201511,1,0.6775818639798489
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17184495180845255,0.3249370277078086,1,0.6750629722921915
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.171973668038845,0.327455919395466,1,0.672544080604534
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.172046348452568,0.32997481108312343,1,0.6700251889168766
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1721526458859443,0.33249370277078083,1,0.6675062972292192
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17220026999711985,0.3350125944584383,1,0.6649874055415617
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1722558364272117,0.33753148614609574,1,0.6624685138539043
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17234527319669718,0.34005037783375314,1,0.6599496221662469
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17260627448558805,0.3425692695214106,1,0.6574307304785894
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17288451641798014,0.345088161209068,1,0.6549118387909321
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1729779615998268,0.34760705289672544,1,0.6523929471032746
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1731085628271103,0.3501259445843829,1,0.649874055415617
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17325277626514435,0.3526448362720403,1,0.6473551637279598
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1733189821243286,0.35516372795969775,1,0.6448362720403022
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1734683290123939,0.35768261964735515,1,0.6423173803526449
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17374230176210395,0.3602015113350126,1,0.6397984886649875
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1739549338817596,0.36272040302267,1,0.6372795969773299
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17404016107320786,0.36523929471032746,1,0.6347607052896725
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1741329506039619,0.3677581863979849,1,0.6322418136020151
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17422290146350855,0.3702770780856423,1,0.6297229219143576
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1742658913135528,0.37279596977329976,1,0.6272040302267002
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17435343563556666,0.37531486146095716,1,0.6246851385390428
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17441372573375702,0.3778337531486146,1,0.6221662468513853
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1744486391544342,0.380352644836272,1,0.619647355163728
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17449107021093366,0.38287153652392947,1,0.6171284634760705
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1745294854044914,0.3853904282115869,1,0.614609571788413
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1746183931827545,0.3879093198992443,1,0.6120906801007557
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1746907159686088,0.3904282115869018,1,0.6095717884130982
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1747483760118484,0.3929471032745592,1,0.6070528967254408
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1748400256037712,0.3954659949622166,1,0.6045340050377834
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17491444945335383,0.3979848866498741,1,0.6020151133501259
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17497342079877848,0.4005037783375315,1,0.5994962216624685
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1751577779650688,0.40302267002518893,1,0.5969773299748111
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17535132169723505,0.40554156171284633,1,0.5944584382871536
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1754262447357177,0.4080604534005038,1,0.5919395465994962
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17556636780500406,0.4105793450881612,1,0.5894206549118388
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17569141834974286,0.41309823677581864,1,0.5869017632241813
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.175802543759346,0.4156171284634761,1,0.5843828715365239
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17594625800848007,0.4181360201511335,1,0.5818639798488665
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17602027952671045,0.42065491183879095,1,0.579345088161209
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17616222798824305,0.42317380352644834,1,0.5768261964735517
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17637729644775385,0.4256926952141058,1,0.5743073047858942
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17648436129093165,0.4282115869017632,1,0.5717884130982368
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17660456150770185,0.43073047858942065,1,0.5692695214105794
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.176736369729042,0.4332493702770781,1,0.5667506297229219
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17688306421041483,0.4357682619647355,1,0.5642317380352645
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1770757585763931,0.43828715365239296,1,0.5617128463476071
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1772374585270881,0.44080604534005036,1,0.5591939546599496
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1773576214909553,0.4433249370277078,1,0.5566750629722922
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1774085387587547,0.44584382871536526,1,0.5541561712846348
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1774310544133186,0.44836272040302266,1,0.5516372795969773
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1775899231433868,0.4508816120906801,1,0.5491183879093199
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17776011675596237,0.4534005037783375,1,0.5465994962216625
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17778071761131287,0.45591939546599497,1,0.544080604534005
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17779571563005445,0.45843828715365237,1,0.5415617128463477
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1780302301049232,0.4609571788413098,1,0.5390428211586902
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17847082763910288,0.4634760705289673,1,0.5365239294710327
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17874562740325925,0.4659949622166247,1,0.5340050377833754
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1788687482476234,0.46851385390428213,1,0.5314861460957179
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17898369580507273,0.47103274559193953,1,0.5289672544080605
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17930267751216883,0.473551637279597,1,0.5264483627204031
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1797113642096519,0.4760705289672544,1,0.5239294710327456
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1799683570861816,0.47858942065491183,1,0.5214105793450882
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18028189241886136,0.4811083123425693,1,0.5188916876574308
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.180614486336708,0.4836272040302267,1,0.5163727959697733
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18080285191535944,0.48614609571788414,1,0.5138539042821159
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18096449226140976,0.48866498740554154,1,0.5113350125944585
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1810895949602127,0.491183879093199,1,0.508816120906801
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1813942342996597,0.49370277078085645,1,0.5062972292191436
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18176615238189697,0.49622166246851385,1,0.5037783375314862
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1818473562598228,0.4987405541561713,1,0.5012594458438286
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1818495318293571,0.5012594458438288,1,0.49874055415617125
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18196142464876175,0.5037783375314862,1,0.49622166246851385
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18211323022842404,0.5062972292191436,1,0.49370277078085645
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1822644025087356,0.5088161209068011,1,0.49118387909319894
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18238345533609385,0.5113350125944585,1,0.48866498740554154
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1824503988027572,0.5138539042821159,1,0.48614609571788414
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18252994865179056,0.5163727959697733,1,0.48362720403022674
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1826510354876518,0.5188916876574308,1,0.48110831234256923
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18304472416639325,0.5214105793450882,1,0.47858942065491183
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18336241692304606,0.5239294710327456,1,0.47607052896725444
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1834333464503288,0.5264483627204031,1,0.4735516372795969
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18351122736930844,0.5289672544080605,1,0.47103274559193953
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18357871472835535,0.5314861460957179,1,0.46851385390428213
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.183667205274105,0.5340050377833753,1,0.46599496221662473
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18374919146299354,0.5365239294710328,1,0.4634760705289672
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1838505566120147,0.5390428211586902,1,0.4609571788413098
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18396745622158045,0.5415617128463476,1,0.4584382871536524
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1841735169291496,0.5440806045340051,1,0.4559193954659949
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18440441042184824,0.5465994962216625,1,0.4534005037783375
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18458330631256098,0.5491183879093199,1,0.4508816120906801
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18470268696546555,0.5516372795969773,1,0.4483627204030227
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1848112493753433,0.5541561712846348,1,0.4458438287153652
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1850062236189842,0.5566750629722922,1,0.4433249370277078
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18529800325632095,0.5591939546599496,1,0.4408060453400504
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18551640957593915,0.5617128463476071,1,0.4382871536523929
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18557187914848325,0.5642317380352645,1,0.4357682619647355
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18578138202428815,0.5667506297229219,1,0.4332493702770781
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18598338961601255,0.5692695214105793,1,0.4307304785894207
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1860527619719505,0.5717884130982368,1,0.4282115869017632
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1861435994505882,0.5743073047858942,1,0.4256926952141058
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1864553764462471,0.5768261964735516,1,0.4231738035264484
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1867677792906761,0.5793450881612091,1,0.4206549118387909
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18689652532339096,0.5818639798488665,1,0.4181360201511335
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18717548996210095,0.5843828715365239,1,0.4156171284634761
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18740478157997126,0.5869017632241813,1,0.4130982367758187
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1874577179551124,0.5894206549118388,1,0.4105793450881612
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18748866021633145,0.5919395465994962,1,0.4080604534005038
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18755985796451566,0.5944584382871536,1,0.4055415617128464
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1876287683844566,0.5969773299748111,1,0.4030226700251889
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18767303228378296,0.5994962216624685,1,0.4005037783375315
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1877257376909256,0.6020151133501259,1,0.3979848866498741
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18793629854917526,0.6045340050377834,1,0.39546599496221657
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1881652250885963,0.6070528967254408,1,0.3929471032745592
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18829780071973795,0.6095717884130982,1,0.3904282115869018
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18841258436441416,0.6120906801007556,1,0.3879093198992444
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18853205442428586,0.6146095717884131,1,0.38539042821158687
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1887335181236267,0.6171284634760705,1,0.38287153652392947
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.18903060257434845,0.6196473551637279,1,0.38035264483627207
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1893848404288292,0.6221662468513854,1,0.37783375314861456
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1897471398115158,0.6246851385390428,1,0.37531486146095716
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19027084112167353,0.6272040302267002,1,0.37279596977329976
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1906248405575752,0.6297229219143576,1,0.37027707808564236
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19092412292957306,0.6322418136020151,1,0.36775818639798485
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19129294902086252,0.6347607052896725,1,0.36523929471032746
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19174475967884058,0.6372795969773299,1,0.36272040302267006
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19227727502584455,0.6397984886649875,1,0.36020151133501255
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1926743239164352,0.6423173803526449,1,0.35768261964735515
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.193081259727478,0.6448362720403022,1,0.35516372795969775
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19331201910972595,0.6473551637279596,1,0.35264483627204035
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1933495700359344,0.6498740554156172,1,0.35012594458438284
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1934498250484466,0.6523929471032746,1,0.34760705289672544
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19380383938550944,0.654911838790932,1,0.34508816120906805
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19409935176372525,0.6574307304785895,1,0.34256926952141054
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1942875012755394,0.6599496221662469,1,0.34005037783375314
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19445567578077316,0.6624685138539043,1,0.33753148614609574
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19458393752574915,0.6649874055415617,1,0.33501259445843834
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19488673657178873,0.6675062972292192,1,0.33249370277078083
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1952286213636398,0.6700251889168766,1,0.32997481108312343
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1955136507749557,0.672544080604534,1,0.32745591939546603
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19579820334911346,0.6750629722921915,1,0.3249370277078085
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19608061015605927,0.6775818639798489,1,0.3224181360201511
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19628524780273438,0.6801007556675063,1,0.3198992443324937
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19648312777280807,0.6826196473551638,1,0.3173803526448362
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19677907973527906,0.6851385390428212,1,0.3148614609571788
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1969681307673454,0.6876574307304786,1,0.3123425692695214
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1970008760690689,0.690176322418136,1,0.309823677581864
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1970846578478813,0.6926952141057935,1,0.3073047858942065
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19718424230813975,0.6952141057934509,1,0.3047858942065491
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19721258431673044,0.6977329974811083,1,0.3022670025188917
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19722292572259897,0.7002518891687658,1,0.2997481108312342
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19736769795417786,0.7027707808564232,1,0.2972292191435768
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19764189422130585,0.7052896725440806,1,0.2947103274559194
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1982879638671875,0.707808564231738,1,0.292191435768262
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19881096482276917,0.7103274559193955,1,0.2896725440806045
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19883980602025986,0.7128463476070529,1,0.2871536523929471
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19897841662168497,0.7153652392947103,1,0.2846347607052897
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19925992935895914,0.7178841309823678,1,0.2821158690176322
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19947890937328333,0.7204030226700252,1,0.2795969773299748
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19954791665077204,0.7229219143576826,1,0.2770780856423174
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19965033978223795,0.72544080604534,1,0.27455919395466
Hood,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.19992699474096293,0.7279596977329975,1,0.2720403022670025
