Domain,Model,Model_Type,Outcome,Threshold,Specificity,Sensitivity,FPR
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3385743051767349,0.7983293556085919,0.4411764705882353,0.20167064439140814
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3385896384716034,0.7995226730310262,0.4411764705882353,0.2004773269689738
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.33873923122882843,0.801909307875895,0.4411764705882353,0.19809069212410502
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3388926833868027,0.8031026252983293,0.4411764705882353,0.19689737470167068
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3404555022716522,0.8042959427207638,0.4411764705882353,0.19570405727923623
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3423742651939392,0.8054892601431981,0.4411764705882353,0.1945107398568019
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3427820354700088,0.8054892601431981,0.4338235294117647,0.1945107398568019
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34314779937267303,0.8066825775656324,0.4338235294117647,0.19331742243436756
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3437933772802353,0.8090692124105012,0.4338235294117647,0.19093078758949877
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3441172540187835,0.8090692124105012,0.4264705882352941,0.19093078758949877
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34426945447921753,0.8102625298329356,0.4264705882352941,0.18973747016706444
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34455952048301697,0.8114558472553699,0.4264705882352941,0.1885441527446301
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3451055437326431,0.8126491646778043,0.4264705882352941,0.18735083532219565
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34552545845508575,0.815035799522673,0.4264705882352941,0.18496420047732698
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3457423150539398,0.8162291169451074,0.4264705882352941,0.18377088305489264
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34601995348930353,0.8174224343675418,0.4264705882352941,0.1825775656324582
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3462607860565185,0.8186157517899761,0.4264705882352941,0.18138424821002386
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3464242368936538,0.8198090692124105,0.4264705882352941,0.18019093078758952
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3466894626617431,0.8210023866348448,0.4264705882352941,0.17899761336515518
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34725046157836914,0.8233890214797136,0.4264705882352941,0.1766109785202864
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3475957065820694,0.8245823389021479,0.4264705882352941,0.17541766109785206
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34802769124507904,0.8257756563245824,0.4264705882352941,0.17422434367541761
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34849172830581665,0.8269689737470167,0.4264705882352941,0.17303102625298328
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34867285192012787,0.8281622911694511,0.4264705882352941,0.17183770883054894
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3489233255386352,0.8293556085918854,0.4264705882352941,0.1706443914081146
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3491340577602386,0.8317422434367542,0.4264705882352941,0.16825775656324582
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3493070602416992,0.8329355608591885,0.4264705882352941,0.16706443914081148
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34946882724761963,0.8329355608591885,0.41911764705882354,0.16706443914081148
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.34953702986240387,0.834128878281623,0.41911764705882354,0.16587112171837703
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3498711884021759,0.8353221957040573,0.41911764705882354,0.1646778042959427
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35025614500045776,0.837708830548926,0.41911764705882354,0.16229116945107402
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35041970014572144,0.8389021479713604,0.41911764705882354,0.16109785202863958
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35061015188693995,0.8400954653937948,0.41911764705882354,0.15990453460620524
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35072207450866694,0.8412887828162291,0.41911764705882354,0.1587112171837709
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35076500475406647,0.8424821002386634,0.41911764705882354,0.15751789976133657
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3510427325963974,0.8436754176610979,0.41911764705882354,0.15632458233890212
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35155436396598816,0.8448687350835322,0.41911764705882354,0.15513126491646778
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35181987285614014,0.8460620525059666,0.41911764705882354,0.15393794749403344
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3518941700458526,0.8460620525059666,0.4117647058823529,0.15393794749403344
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35201898217201233,0.847255369928401,0.4117647058823529,0.152744630071599
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3522081673145294,0.847255369928401,0.40441176470588236,0.152744630071599
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3527642041444778,0.8484486873508353,0.40441176470588236,0.15155131264916466
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35324946045875544,0.8496420047732697,0.40441176470588236,0.15035799522673032
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.353400707244873,0.8520286396181385,0.40441176470588236,0.14797136038186154
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35386900603771204,0.8532219570405728,0.40441176470588236,0.1467780429594272
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3544258028268814,0.8532219570405728,0.39705882352941174,0.1467780429594272
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3547564148902893,0.8532219570405728,0.3897058823529412,0.1467780429594272
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3551290780305862,0.8544152744630071,0.3897058823529412,0.14558472553699287
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3553581088781357,0.8556085918854416,0.3897058823529412,0.14439140811455842
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3553694039583206,0.8568019093078759,0.3897058823529412,0.14319809069212408
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.355551078915596,0.8568019093078759,0.375,0.14319809069212408
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35602010786533356,0.8579952267303103,0.375,0.14200477326968974
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3564469814300537,0.8591885441527446,0.375,0.1408114558472554
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35658295452594757,0.860381861575179,0.375,0.13961813842482096
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35669228434562683,0.860381861575179,0.36764705882352944,0.13961813842482096
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3570263087749481,0.8615751789976134,0.36764705882352944,0.13842482100238662
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35741961002349854,0.8615751789976134,0.3602941176470588,0.13842482100238662
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35783976316452026,0.8627684964200477,0.3602941176470588,0.13723150357995229
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35812103748321533,0.863961813842482,0.3602941176470588,0.13603818615751795
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3581985980272293,0.8651551312649165,0.3602941176470588,0.1348448687350835
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35824757814407343,0.8663484486873508,0.3602941176470588,0.13365155131264916
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35840611159801483,0.8663484486873508,0.35294117647058826,0.13365155131264916
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3586190491914749,0.8663484486873508,0.34558823529411764,0.13365155131264916
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.35880549252033234,0.8675417661097852,0.34558823529411764,0.13245823389021483
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3590253740549087,0.8675417661097852,0.3382352941176471,0.13245823389021483
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3592886924743652,0.8687350835322196,0.3382352941176471,0.13126491646778038
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3598298132419586,0.869928400954654,0.3382352941176471,0.13007159904534604
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3602207601070404,0.8711217183770883,0.3382352941176471,0.1288782816229117
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36049507558345795,0.8723150357995226,0.3382352941176471,0.12768496420047737
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36076442897319794,0.8723150357995226,0.3235294117647059,0.12768496420047737
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36086851358413696,0.8735083532219571,0.3235294117647059,0.12649164677804292
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.361035481095314,0.8747016706443914,0.3235294117647059,0.12529832935560858
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3612208664417267,0.8758949880668258,0.3235294117647059,0.12410501193317425
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3615708351135254,0.8770883054892601,0.3235294117647059,0.12291169451073991
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36193591356277466,0.8794749403341289,0.3235294117647059,0.12052505966587113
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36227141320705414,0.8794749403341289,0.3161764705882353,0.12052505966587113
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36272868514060974,0.8818615751789977,0.3161764705882353,0.11813842482100234
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3630246967077255,0.8818615751789977,0.3088235294117647,0.11813842482100234
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36315625905990595,0.8842482100238663,0.3088235294117647,0.11575178997613367
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.363285019993782,0.8854415274463007,0.3088235294117647,0.11455847255369933
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3639466464519501,0.8878281622911695,0.3088235294117647,0.11217183770883055
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3645647466182709,0.8878281622911695,0.3014705882352941,0.11217183770883055
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3650979697704315,0.8890214797136038,0.3014705882352941,0.11097852028639621
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36616745591163635,0.8902147971360382,0.3014705882352941,0.10978520286396176
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36700233817100525,0.8914081145584726,0.3014705882352941,0.10859188544152742
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3673681616783142,0.8926014319809069,0.3014705882352941,0.10739856801909309
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36816999316215515,0.8937947494033412,0.3014705882352941,0.10620525059665875
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.36933180689811707,0.8949880668257757,0.3014705882352941,0.1050119331742243
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37024384737014765,0.89618138424821,0.3014705882352941,0.10381861575178997
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37094016373157496,0.8973747016706444,0.3014705882352941,0.10262529832935563
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3714877516031265,0.8973747016706444,0.29411764705882354,0.10262529832935563
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37215469777584076,0.8973747016706444,0.2867647058823529,0.10262529832935563
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37274737656116486,0.8985680190930787,0.2867647058823529,0.10143198090692129
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37311549484729767,0.8997613365155132,0.2867647058823529,0.10023866348448685
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37334834039211273,0.9009546539379475,0.2867647058823529,0.09904534606205251
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37350060045719147,0.9021479713603818,0.2867647058823529,0.09785202863961817
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37356923520565033,0.9033412887828163,0.2867647058823529,0.09665871121718372
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3738104850053787,0.9045346062052506,0.2867647058823529,0.09546539379474939
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37411782145500183,0.905727923627685,0.2867647058823529,0.09427207637231505
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3746596723794937,0.9069212410501193,0.2867647058823529,0.09307875894988071
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37551987171173096,0.9081145584725537,0.2867647058823529,0.09188544152744627
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37607832252979273,0.9093078758949881,0.2867647058823529,0.09069212410501193
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37665151059627533,0.9093078758949881,0.27205882352941174,0.09069212410501193
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3771105706691742,0.9105011933174224,0.27205882352941174,0.08949880668257759
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3774367421865463,0.9116945107398569,0.27205882352941174,0.08830548926014314
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3777817636728287,0.9140811455847255,0.27205882352941174,0.08591885441527447
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3782727569341659,0.9152744630071599,0.27205882352941174,0.08472553699284013
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37879645824432373,0.9164677804295943,0.27205882352941174,0.08353221957040569
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3790465444326401,0.918854415274463,0.27205882352941174,0.08114558472553701
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37923428416252136,0.9200477326968973,0.27205882352941174,0.07995226730310268
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.37973958253860474,0.9212410501193318,0.27205882352941174,0.07875894988066823
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38056695461273193,0.9224343675417661,0.27205882352941174,0.07756563245823389
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.381375327706337,0.9236276849642004,0.27205882352941174,0.07637231503579955
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3819387257099151,0.9260143198090692,0.27205882352941174,0.07398568019093077
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3820520341396332,0.9272076372315036,0.27205882352941174,0.07279236276849643
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3828124403953552,0.9284009546539379,0.27205882352941174,0.0715990453460621
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38383348286151886,0.9295942720763724,0.27205882352941174,0.07040572792362765
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38422198593616486,0.9307875894988067,0.27205882352941174,0.06921241050119331
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38439585268497467,0.931980906921241,0.27205882352941174,0.06801909307875897
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.386080726981163,0.9331742243436754,0.27205882352941174,0.06682577565632464
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38802789151668543,0.9343675417661098,0.27205882352941174,0.06563245823389019
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38856370747089386,0.9355608591885441,0.27205882352941174,0.06443914081145585
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38885562121868134,0.9367541766109785,0.27205882352941174,0.06324582338902152
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3894233852624893,0.9379474940334129,0.27205882352941174,0.06205250596658707
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.38991299271583557,0.9391408114558473,0.27205882352941174,0.06085918854415273
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.39021313190460205,0.9403341288782816,0.27205882352941174,0.059665871121718395
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.39063042402267456,0.9415274463007159,0.27205882352941174,0.05847255369928406
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3916158378124237,0.9427207637231504,0.27205882352941174,0.05727923627684961
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.39294634759426117,0.9439140811455847,0.27205882352941174,0.05608591885441527
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3935001045465469,0.9439140811455847,0.25735294117647056,0.05608591885441527
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.393676146864891,0.9451073985680191,0.25735294117647056,0.054892601431980936
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.39376993477344513,0.9451073985680191,0.25,0.054892601431980936
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.39434614777565,0.9451073985680191,0.2426470588235294,0.054892601431980936
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.3961385637521744,0.9463007159904535,0.2426470588235294,0.05369928400954649
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.39803020656108856,0.9474940334128878,0.2426470588235294,0.05250596658711215
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4000024050474167,0.9474940334128878,0.22794117647058823,0.05250596658711215
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.40188598632812494,0.9474940334128878,0.21323529411764705,0.05250596658711215
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.40262734889984125,0.9486873508353222,0.21323529411764705,0.051312649164677815
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.40318159759044647,0.9486873508353222,0.20588235294117646,0.051312649164677815
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.40412288904190063,0.9498806682577565,0.20588235294117646,0.05011933174224348
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4046904295682907,0.9498806682577565,0.19117647058823528,0.05011933174224348
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4049047827720642,0.951073985680191,0.19117647058823528,0.04892601431980903
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4057110846042633,0.9522673031026253,0.19117647058823528,0.047732696897374693
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4064227491617203,0.9522673031026253,0.18382352941176472,0.047732696897374693
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4067621827125549,0.9522673031026253,0.17647058823529413,0.047732696897374693
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.40827731788158417,0.9534606205250596,0.17647058823529413,0.04653937947494036
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.41017451882362366,0.9534606205250596,0.16911764705882354,0.04653937947494036
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.41211217641830444,0.954653937947494,0.16911764705882354,0.04534606205250602
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4135146290063858,0.9558472553699284,0.16911764705882354,0.04415274463007157
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.414040595293045,0.9570405727923628,0.16911764705882354,0.042959427207637235
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4151226878166199,0.9570405727923628,0.15441176470588236,0.042959427207637235
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.41625432670116425,0.9582338902147971,0.15441176470588236,0.0417661097852029
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.41734322905540466,0.9594272076372315,0.15441176470588236,0.04057279236276845
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4190318137407303,0.9594272076372315,0.14705882352941177,0.04057279236276845
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.42117699980735773,0.9606205250596659,0.14705882352941177,0.039379474940334114
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4238033294677734,0.9618138424821002,0.14705882352941177,0.03818615751789978
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.42563626170158386,0.9630071599045346,0.14705882352941177,0.03699284009546544
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4263331890106201,0.964200477326969,0.14705882352941177,0.03579952267303099
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.42689238488674164,0.964200477326969,0.13970588235294118,0.03579952267303099
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4271392673254013,0.9653937947494033,0.13970588235294118,0.034606205250596656
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4286382645368576,0.9665871121718377,0.13970588235294118,0.03341288782816232
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.43005575239658356,0.9665871121718377,0.1323529411764706,0.03341288782816232
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.43027982115745544,0.9677804295942721,0.1323529411764706,0.03221957040572787
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4322110414505005,0.9689737470167065,0.1323529411764706,0.031026252983293534
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4346810579299927,0.9689737470167065,0.125,0.031026252983293534
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4354379028081894,0.9689737470167065,0.11764705882352941,0.031026252983293534
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.43551670014858246,0.9701670644391408,0.11764705882352941,0.029832935560859197
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4373854249715805,0.9713603818615751,0.11764705882352941,0.02863961813842486
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.43989382684230804,0.9725536992840096,0.11764705882352941,0.027446300715990413
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4436402767896652,0.9737470167064439,0.11764705882352941,0.026252983293556076
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.44689331948757166,0.9749403341288783,0.11764705882352941,0.02505966587112174
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.44785585999488825,0.9761336515513126,0.11764705882352941,0.023866348448687402
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.44883593916893,0.977326968973747,0.11764705882352941,0.022673031026252954
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.44938915967941284,0.977326968973747,0.11029411764705882,0.022673031026252954
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.45051030814647675,0.9785202863961814,0.11029411764705882,0.021479713603818618
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4513252973556518,0.9797136038186157,0.11029411764705882,0.02028639618138428
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.45159676671028137,0.9809069212410502,0.11029411764705882,0.019093078758949833
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.45325563848018646,0.9821002386634845,0.11029411764705882,0.017899761336515496
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4559224098920822,0.9832935560859188,0.11029411764705882,0.01670644391408116
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4574049115180969,0.9832935560859188,0.10294117647058823,0.01670644391408116
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.45825317502021784,0.9844868735083532,0.10294117647058823,0.015513126491646823
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.46624200046062464,0.9856801909307876,0.10294117647058823,0.014319809069212375
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4743944853544235,0.986873508353222,0.10294117647058823,0.013126491646778038
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4751822352409363,0.9880668257756563,0.10294117647058823,0.011933174224343701
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4761912971735,0.9904534606205251,0.10294117647058823,0.009546539379474916
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.47848142683506006,0.9916467780429594,0.10294117647058823,0.00835322195704058
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.48181271553039545,0.9928400954653938,0.10294117647058823,0.007159904534606243
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.48645313084125513,0.9940334128878282,0.10294117647058823,0.005966587112171795
AL-SIGHT,Fundus,Unimodal,Glaucoma+Suspect vs Healthy,0.4900369048118591,0.9952267303102625,0.10294117647058823,0.004773269689737458
